openml_task,flow,area_under_roc_curve,NumberOfBinaryFeatures,MajorityClassSize,PercentageOfInstancesWithMissingValues,NumberOfInstances,NumberOfClasses,NumberOfInstancesWithMissingValues,NumberOfSymbolicFeatures,PercentageOfMissingValues,NumberOfFeatures,MinorityClassSize,PercentageOfBinaryFeatures,Dimensionality,PercentageOfNumericFeatures,NumberOfMissingValues,PercentageOfSymbolicFeatures,MajorityClassPercentage,NumberOfNumericFeatures
prnn_fglass_task-3815,rpart,0.783631,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,saeDNN,0.5,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,sda,0.703862,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,sparseLDA,0.5,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,svm,0.779724,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,weka.ZeroR,0.853867,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,xgboost,0.745722,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
prnn_fglass_task-3815,xyf,0.775687,0,76,0,214,6,0,1,0,10,9,0,0.04672897196261682,90,0,10,35.51401869158878,9
splice_task-3816,ada,0.970898,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,avNNet,0.93882,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,boosting,0.9728,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,cforest,0.974731,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,ctree,0.959379,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,gbm,0.822883,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,glmnet,0.942319,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,IBk,0.816285,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,J48,0.956155,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,JRip,0.959478,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,kknn,0.834804,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,ksvm,0.953082,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,multinom,0.936125,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,naiveBayes,0.921359,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,nnet,0.918771,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,OneR,0.822883,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,PART,0.946846,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,plr,0.935473,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,randomForest,0.974731,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,randomForestSRC,0.975311,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,ranger,0.969897,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,rda,0.953153,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,rotationForest,0.947149,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,rpart,0.962806,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
splice_task-3816,svm,0.941016,1,1655,0,3190,2,0,62,0,62,1535,1.6129032258064515,0.019435736677115987,0,0,100,51.88087774294671,0
spectrometer_task-3817,ada,0.893697,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,avNNet,0.5,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,binomial,0.725458,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,blackboost,0.885657,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,boosting,0.909778,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,cforest,0.781818,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,ctree,0.856283,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,gbm,0.5,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,glmboost,0.627273,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,glmnet,0.850344,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,IBk,0.78772,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,J48,0.842991,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,JRip,0.885294,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,kknn,0.859072,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,ksvm,0.831112,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,lda,0.757296,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,logreg,0.725458,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,mda,0.794022,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,multinom,0.716043,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,naiveBayes,0.871199,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,nnet,0.5,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,OneR,0.749618,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,PART,0.884244,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,probit,0.760772,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,randomForest,0.858384,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,randomForestSRC,0.858384,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,ranger,0.866425,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,rda,0.5,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,rotationForest,0.904889,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,rpart,0.82691,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,svm,0.80594,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
spectrometer_task-3817,xgboost,0.86186,1,476,0,531,2,0,3,0,103,55,0.9708737864077669,0.19397363465160075,97.0873786407767,0,2.912621359223301,89.6421845574388,100
MegaWatt1_task-7547,ada,0.600049,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,avNNet,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,bartMachine,0.493363,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,bdk,0.493363,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,binomial,0.586775,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,blackboost,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,boosting,0.58235,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,cforest,0.495575,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,ctree,0.617175,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,dbnDNN,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,extraTrees,0.603081,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,gbm,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,glmboost,0.585955,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,glmnet,0.588168,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,hdrda,0.619387,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,IBk,0.57432,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,J48,0.626024,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,JRip,0.58235,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,kknn,0.603081,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,ksvm,0.514094,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,lda,0.614962,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,LiblineaRL1LogReg,0.62078,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,LiblineaRL2LogReg,0.509669,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,logreg,0.586775,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,lqa,0.585955,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,mlp,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,multinom,0.611931,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,naiveBayes,0.698951,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,neuralnet,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,nnet,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,nnTrain,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,nodeHarvest,0.542281,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,OneR,0.569649,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,pamr,0.691495,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,PART,0.649787,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,plr,0.614143,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,plsdaCaret,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,probit,0.607506,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,randomForest,0.609718,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,randomForestSRC,0.5912,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,ranger,0.5912,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,rda,0.535644,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,rpart,0.563012,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,saeDNN,0.5,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,sda,0.71747,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,sparseLDA,0.521223,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,svm,0.497788,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,xgboost,0.588987,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
MegaWatt1_task-7547,xyf,0.503032,1,226,0,253,2,0,1,0,38,27,2.631578947368421,0.15019762845849802,97.36842105263158,0,2.631578947368421,89.32806324110672,37
PizzaCutter1_task-7548,ada,0.608816,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,avNNet,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,bdk,0.496716,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,binomial,0.583839,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,blackboost,0.555229,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,boosting,0.70497,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,cforest,0.507973,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,ctree,0.590407,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,dbnDNN,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,extraTrees,0.640947,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,gbm,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,glmboost,0.584896,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,glmnet,0.594512,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,hdrda,0.602248,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,IBk,0.686908,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,J48,0.607759,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,JRip,0.551124,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,kknn,0.65443,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,ksvm,0.509615,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,lda,0.602248,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,LiblineaRL1LogReg,0.57997,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,LiblineaRL2LogReg,0.544793,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,logreg,0.583839,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,lqa,0.573639,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,mlp,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,multinom,0.583839,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,naiveBayes,0.639415,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,neuralnet,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,nnet,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,nnTrain,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,nodeHarvest,0.563203,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,OneR,0.591228,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,pamr,0.646331,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,PART,0.616553,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,plr,0.58466,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,plsdaCaret,0.508794,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,probit,0.585481,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,randomForest,0.601664,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,randomForestSRC,0.620895,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,ranger,0.620074,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,rda,0.535177,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,rpart,0.606353,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,saeDNN,0.5,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,sda,0.654888,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,sparseLDA,0.654036,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,svm,0.527204,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,xgboost,0.618195,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
PizzaCutter1_task-7548,xyf,0.514305,1,609,0,661,2,0,1,0,38,52,2.631578947368421,0.057488653555219364,97.36842105263158,0,2.631578947368421,92.13313161875945,37
