openml_task,flow,area_under_roc_curve,NumberOfBinaryFeatures,MajorityClassSize,PercentageOfInstancesWithMissingValues,NumberOfInstances,NumberOfClasses,NumberOfInstancesWithMissingValues,NumberOfSymbolicFeatures,PercentageOfMissingValues,NumberOfFeatures,MinorityClassSize,PercentageOfBinaryFeatures,Dimensionality,PercentageOfNumericFeatures,NumberOfMissingValues,PercentageOfSymbolicFeatures,MajorityClassPercentage,NumberOfNumericFeatures
anneal_task-1,avNNet,0.522177,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,boosting,0.996498,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,cforest,0.651869,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,ctree,0.954639,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,gbm,0.916059,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,glmnet,0.97935,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,IBk,0.985987,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,J48,0.978266,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,JRip,0.977601,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,kknn,0.953552,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,ksvm,0.97772,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,multinom,0.991038,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,naiveBayes,0.640139,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,nnet,0.559329,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,OneR,0.656542,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,PART,0.978917,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,randomForest,0.990574,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,randomForestSRC,0.990574,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,ranger,0.989322,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,rda,0.700152,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,rpart,0.981941,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,svm,0.932578,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
anneal_task-1,xgboost,0.976455,19,684,0,898,5,0,33,0,39,8,0.48717948717948717,0.043429844097995544,0.15384615384615385,0,0.8461538461538461,0.7616926503340757,6
kr-vs-kp_task-3,ada,0.994029,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,avNNet,0.988881,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,boosting,0.996537,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,cforest,0.952619,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,ctree,0.981977,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,gbm,0.5,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,glmnet,0.948898,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,IBk,0.957391,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,J48,0.994629,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,JRip,0.993158,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,kknn,0.939068,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,ksvm,0.970697,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,multinom,0.974076,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,naiveBayes,0.873767,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,nnet,0.983892,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,OneR,0.666985,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,PART,0.990239,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,plr,0.974404,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,randomForest,0.986394,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,randomForestSRC,0.99212,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,ranger,0.986993,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,rda,0.941451,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,rotationForest,0.968733,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,rpart,0.968133,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
kr-vs-kp_task-3,svm,0.937082,35,1669,0,3196,2,0,37,0,37,1527,0.9459459459459459,0.011576971214017523,0,0,1,0.522215269086358,0
letter_task-6,bdk,0.701271,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,boosting,0.746753,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,dbnDNN,0.499943,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,gbm,0.674481,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,glmnet,0.798593,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,IBk,0.979178,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,J48,0.936539,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,JRip,0.928618,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,kknn,0.978033,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,ksvm,0.968074,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,lda,0.844629,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,LiblineaRL1LogReg,0.85169,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,LiblineaRL2LogReg,0.85234,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,mda,0.875602,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,mlp,0.594659,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,multinom,0.849041,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,naiveBayes,0.813884,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,nnet,0.53714,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,nnTrain,0.754951,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,OneR,0.569145,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,PART,0.940982,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,qda,0.940495,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,randomForest,0.983205,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,randomForestSRC,0.983154,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,ranger,0.98318,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,rda,0.940521,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,rpart,0.725358,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,saeDNN,0.499951,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,sda,0.844893,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,sparseLDA,0.538025,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,svm,0.973481,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,xgboost,0.887894,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
letter_task-6,xyf,0.698984,0,813,0,20000,26,0,1,0,17,734,0,8.5e-4,0.9411764705882353,0,0.058823529411764705,0.04065,16
molecular-biology_promoters_task-3819,ada,0.575163,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,avNNet,0.651144,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,bartMachine,0.544935,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,binomial,0.563317,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,blackboost,0.5,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,boosting,0.600082,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,cforest,0.5,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,ctree,0.5,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,gbm,0.5,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,glmboost,0.557598,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,glmnet,0.579248,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,IBk,0.602533,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,J48,0.537582,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,JRip,0.506536,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,kknn,0.585376,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,ksvm,0.5,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,lda,0.531454,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,logreg,0.563317,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,multinom,0.54616,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,naiveBayes,0.66585,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,nnet,0.621732,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,OneR,0.441585,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,PART,0.537582,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,plr,0.573121,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,probit,0.563317,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,randomForest,0.544935,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,randomForestSRC,0.515523,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,ranger,0.486111,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,rda,0.635621,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,rotationForest,0.473856,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,rpart,0.522876,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
molecular-biology_promoters_task-3819,svm,0.5,2,72,0,106,2,0,59,0,59,34,3.389830508474576,0.5566037735849056,0,0,100,67.9245283018868,0
lymph_task-10,avNNet,0.817379,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,boosting,0.828231,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,cforest,0.802453,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,ctree,0.60259,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,gbm,0.755876,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,IBk,0.82141,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,J48,0.812728,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,JRip,0.769089,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,kknn,0.843798,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,ksvm,0.831148,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,lda,0.869116,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,multinom,0.80932,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,naiveBayes,0.792675,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,nnet,0.828336,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,OneR,0.776059,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,PART,0.832876,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,randomForest,0.851261,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,randomForestSRC,0.843798,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,ranger,0.838051,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,rpart,0.792675,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,svm,0.82197,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
lymph_task-10,xgboost,0.768489,9,81,0,148,4,0,16,0,19,2,0.47368421052631576,0.12837837837837837,0.15789473684210525,0,0.8421052631578947,0.5472972972972973,3
balance-scale_task-11,avNNet,0.944285,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,bdk,0.861673,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,boosting,0.887511,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,cforest,0.862018,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,ctree,0.801408,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,dbnDNN,0.501484,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,extraTrees,0.848732,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,gbm,0.784866,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,glmnet,0.872404,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,IBk,0.895607,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,J48,0.800257,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,JRip,0.839763,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,kknn,0.877803,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,ksvm,0.910979,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,lda,0.873887,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,LiblineaRL1LogReg,0.872404,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,LiblineaRL2LogReg,0.873887,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,mda,0.918761,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,mlp,0.932588,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,multinom,0.925108,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,naiveBayes,0.913947,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,nnet,0.942327,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,nnTrain,0.811573,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,OneR,0.614243,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,PART,0.852912,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,qda,0.94599,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,randomForest,0.875026,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,randomForestSRC,0.873511,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,ranger,0.88085,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,rda,0.934515,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,rpart,0.801187,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,saeDNN,0.501484,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,sda,0.878338,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,sparseLDA,0.888724,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,svm,0.909496,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,xgboost,0.768909,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
balance-scale_task-11,xyf,0.858595,0,288,0,625,3,0,1,0,5,49,0,0.008,0.8,0,0.2,0.4608,4
mfeat-factors_task-12,avNNet,0.546389,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,bdk,0.946667,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,boosting,0.985,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,ctree,0.9225,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,dbnDNN,0.5,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,extraTrees,0.985,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,gbm,0.895556,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
mfeat-factors_task-12,glmnet,0.978056,0,200,0,2000,10,0,1,0,217,200,0,0.1085,99.53917050691244,0,0.4608294930875576,10,216
